performanceid,employeeid,reviewdate,environmentsatisfaction,jobsatisfaction,relationshipsatisfaction,trainingopportunitieswithinyear,trainingopportunitiestaken,worklifebalance,selfrating,managerrating,performance_gap,review_year,rating_category,worklife_balance_category,training_flag,satisfaction_score
PR2046,8BAB-B4A6,2018-01-17,5,5,3,2,0,5,5,4,-1,2018,High,,1,5.0
PR2047,6FE1-C8A8,2018-01-18,3,3,3,3,2,2,4,4,0,2018,Medium,Poor,1,3.0
PR2048,EB8F-204D,2018-01-18,3,4,4,2,1,4,3,2,-1,2018,Medium,Good,1,3.5
PR2049,D921-AC35,2018-01-18,3,4,4,1,0,4,5,4,-1,2018,High,Good,1,3.5
PR205,0D1B-DEC2,2014-02-11,5,4,3,1,1,2,4,3,-1,2014,Medium,Poor,1,4.5
PR2050,6A8B-EC82,2018-01-18,5,3,2,3,1,2,5,4,-1,2018,High,Poor,1,4.0
PR2051,606E-A262,2018-01-19,4,3,3,1,1,3,5,4,-1,2018,High,Average,1,3.5
PR2052,2374-7581,2018-01-19,3,3,3,3,0,2,4,3,-1,2018,Medium,Poor,1,3.0
PR2053,05B0-755F,2018-01-20,4,4,3,2,0,3,5,5,0,2018,High,Average,1,4.0
PR2054,45D2-369E,2018-01-21,3,3,2,2,1,3,3,2,-1,2018,Medium,Average,1,3.0
PR2055,7F1C-20B8,2018-01-21,5,3,2,2,1,2,4,3,-1,2018,Medium,Poor,1,4.0
PR2056,F98B-61B3,2018-01-21,3,2,2,3,1,4,3,2,-1,2018,Medium,Good,1,2.5
PR2057,D4D5-27FB,2018-01-22,3,4,2,2,1,5,3,2,-1,2018,Medium,,1,3.5
PR2058,9C71-61AE,2018-01-22,3,5,3,1,2,2,4,4,0,2018,Medium,Poor,1,4.0
PR2059,8AAD-FAFB,2018-01-23,4,3,4,1,1,2,3,2,-1,2018,Medium,Poor,1,3.5
PR206,B407-ABCA,2014-02-11,3,3,5,2,1,4,5,4,-1,2014,High,Good,1,3.0
PR2060,20BA-5868,2018-01-23,3,2,5,1,1,2,5,4,-1,2018,High,Poor,1,2.5
PR2061,45D7-5C8A,2018-01-24,5,5,2,2,1,3,5,5,0,2018,High,Average,1,5.0
PR2062,AB03-8820,2018-01-24,5,3,5,3,0,3,3,3,0,2018,Medium,Average,1,4.0
PR2063,B4E1-4A3E,2018-01-25,5,4,2,3,0,4,4,4,0,2018,Medium,Good,1,4.5
PR2064,618D-7685,2018-01-26,5,2,5,3,0,4,5,4,-1,2018,High,Good,1,3.5
PR2065,FBED-F86B,2018-01-26,3,5,4,3,1,5,3,2,-1,2018,Medium,,1,4.0
PR2066,6227-9D9E,2018-01-26,4,2,4,3,0,4,3,2,-1,2018,Medium,Good,1,3.0
PR2067,5A0B-7F31,2018-01-28,3,3,2,3,0,5,4,3,-1,2018,Medium,,1,3.0
PR2068,E4F4-11B9,2018-01-28,5,2,4,2,0,3,4,4,0,2018,Medium,Average,1,3.5
PR2069,B303-8962,2018-01-28,3,4,2,1,2,4,4,4,0,2018,Medium,Good,1,3.5
PR207,DB6C-3B2F,2014-02-12,3,2,3,2,1,3,5,5,0,2014,High,Average,1,2.5
PR2070,98EE-8547,2018-01-29,5,4,2,3,0,5,3,2,-1,2018,Medium,,1,4.5
PR2071,041A-31B0,2018-01-29,4,4,2,1,2,3,3,2,-1,2018,Medium,Average,1,4.0
PR2072,257B-8130,2018-01-29,3,4,2,3,0,3,5,4,-1,2018,High,Average,1,3.5
PR2073,7279-6591,2018-01-30,4,4,2,3,0,4,4,3,-1,2018,Medium,Good,1,4.0
PR2074,EEFC-DEC7,2018-01-30,3,3,5,2,0,2,3,3,0,2018,Medium,Poor,1,3.0
PR2075,2E7B-43F0,2018-01-30,5,5,3,3,3,5,3,2,-1,2018,Medium,,1,5.0
PR2076,1180-BEC9,2018-01-31,5,4,4,2,0,5,3,2,-1,2018,Medium,,1,4.5
PR2077,EE04-1533,2018-01-31,3,5,3,3,1,5,4,3,-1,2018,Medium,,1,4.0
PR2078,B50B-5A18,2018-02-01,3,4,4,3,0,4,3,2,-1,2018,Medium,Good,1,3.5
PR2079,E099-3FCC,2018-02-01,3,3,2,1,2,3,5,4,-1,2018,High,Average,1,3.0
PR208,279C-7342,2014-02-13,4,3,5,2,0,3,4,4,0,2014,Medium,Average,1,3.5
PR2080,8CF6-3079,2018-02-02,4,4,3,1,2,3,3,3,0,2018,Medium,Average,1,4.0
PR2081,D7EE-56FC,2018-02-02,5,2,2,1,0,4,3,2,-1,2018,Medium,Good,1,3.5
PR2082,1F12-DDDA,2018-02-02,3,3,5,2,0,5,5,4,-1,2018,High,,1,3.0
PR2083,9658-7750,2018-02-02,3,2,3,1,1,2,4,3,-1,2018,Medium,Poor,1,2.5
PR2084,B0C3-E578,2018-02-02,3,4,2,2,1,4,3,2,-1,2018,Medium,Good,1,3.5
PR2085,62A3-DEA7,2018-02-03,3,3,2,3,3,2,5,5,0,2018,High,Poor,1,3.0
PR2086,586E-5C14,2018-02-03,5,4,3,3,0,5,3,2,-1,2018,Medium,,1,4.5
PR2087,8EE9-E86D,2018-02-04,3,4,3,3,1,5,5,4,-1,2018,High,,1,3.5
PR2088,F3CD-9B5B,2018-02-04,4,5,4,2,0,4,3,2,-1,2018,Medium,Good,1,4.5
PR2089,AD0D-E79F,2018-02-04,4,5,5,1,1,5,5,4,-1,2018,High,,1,4.5
PR209,83FD-F920,2014-02-13,5,4,4,1,3,5,4,3,-1,2014,Medium,,1,4.5
PR2090,D8B3-30D2,2018-02-04,4,4,2,2,0,5,4,3,-1,2018,Medium,,1,4.0
PR2091,B975-943A,2018-02-04,5,4,2,1,1,2,5,4,-1,2018,High,Poor,1,4.5
PR2092,C250-AF15,2018-02-04,5,3,4,2,2,4,5,4,-1,2018,High,Good,1,4.0
PR2093,151D-1FF2,2018-02-05,3,3,3,2,3,2,5,4,-1,2018,High,Poor,1,3.0
PR2094,5476-CA0D,2018-02-05,4,3,5,2,0,5,4,3,-1,2018,Medium,,1,3.5
PR2095,D696-9D82,2018-02-05,4,5,3,3,0,2,3,3,0,2018,Medium,Poor,1,4.5
PR2096,1453-D3D8,2018-02-06,4,5,2,3,1,5,5,4,-1,2018,High,,1,4.5
PR2097,C96F-0F3B,2018-02-08,3,4,5,2,2,4,4,3,-1,2018,Medium,Good,1,3.5
PR2098,EE39-C8F2,2018-02-08,3,3,4,1,2,5,5,4,-1,2018,High,,1,3.0
PR2099,DF63-0D3C,2018-02-08,5,3,2,3,1,5,3,3,0,2018,Medium,,1,4.0
PR21,8A6B-AD5C,2013-01-18,3,3,2,3,2,5,4,4,0,2013,Medium,,1,3.0
PR210,626A-9377,2014-02-14,5,4,2,1,1,2,4,3,-1,2014,Medium,Poor,1,4.5
PR2100,B995-E5CE,2018-02-08,5,4,4,2,3,4,3,3,0,2018,Medium,Good,1,4.5
PR2101,9DFE-1FD5,2018-02-09,3,4,3,1,0,3,5,4,-1,2018,High,Average,1,3.5
PR2102,0D1B-DEC2,2018-02-10,3,2,2,1,3,5,5,5,0,2018,High,,1,2.5
PR2103,B407-ABCA,2018-02-10,3,5,3,3,1,4,5,4,-1,2018,High,Good,1,4.0
PR2104,5818-560C,2018-02-10,3,3,3,2,1,5,3,2,-1,2018,Medium,,1,3.0
PR2105,DB6C-3B2F,2018-02-11,5,2,5,2,0,5,5,4,-1,2018,High,,1,3.5
PR2106,8ED3-4377,2018-02-11,5,2,3,1,0,2,5,5,0,2018,High,Poor,1,3.5
PR2107,279C-7342,2018-02-12,5,2,5,2,2,4,5,5,0,2018,High,Good,1,3.5
PR2108,83FD-F920,2018-02-12,5,3,4,1,1,2,5,5,0,2018,High,Poor,1,4.0
PR2109,B2D6-A355,2018-02-12,5,3,2,3,3,2,4,3,-1,2018,Medium,Poor,1,4.0
PR211,5A04-0EB4,2014-02-16,4,2,5,3,0,2,3,2,-1,2014,Medium,Poor,1,3.0
PR2110,626A-9377,2018-02-13,5,3,5,3,0,5,5,5,0,2018,High,,1,4.0
PR2111,0CF8-1EBD,2018-02-13,5,4,5,2,1,4,4,3,-1,2018,Medium,Good,1,4.5
PR2112,388D-DB68,2018-02-13,5,4,2,3,3,4,5,5,0,2018,High,Good,1,4.5
PR2113,0DBC-596E,2018-02-14,5,3,5,1,0,5,5,5,0,2018,High,,1,4.0
PR2114,5A04-0EB4,2018-02-15,5,4,5,2,2,4,3,3,0,2018,Medium,Good,1,4.5
PR2115,111D-E5EF,2018-02-15,4,4,3,3,3,5,5,4,-1,2018,High,,1,4.0
PR2116,97F4-0B14,2018-02-15,3,2,3,1,2,5,4,3,-1,2018,Medium,,1,2.5
PR2117,5021-95FC,2018-02-17,3,2,4,3,0,5,3,2,-1,2018,Medium,,1,2.5
PR2118,B97B-73D7,2018-02-17,5,3,2,2,0,2,4,3,-1,2018,Medium,Poor,1,4.0
PR2119,D351-C7E4,2018-02-17,4,5,3,2,0,4,3,3,0,2018,Medium,Good,1,4.5
PR212,111D-E5EF,2014-02-16,5,4,3,2,0,3,3,3,0,2014,Medium,Average,1,4.5
PR2120,EEA0-C109,2018-02-17,4,2,4,2,2,2,4,3,-1,2018,Medium,Poor,1,3.0
PR2121,3C7D-86ED,2018-02-18,5,5,3,3,1,2,3,2,-1,2018,Medium,Poor,1,5.0
PR2122,2219-56CA,2018-02-20,3,4,2,1,1,2,3,2,-1,2018,Medium,Poor,1,3.5
PR2123,8FB2-4CE0,2018-02-20,4,4,2,2,1,5,3,3,0,2018,Medium,,1,4.0
PR2124,5237-1B85,2018-02-21,4,2,4,1,2,2,4,4,0,2018,Medium,Poor,1,3.0
PR2125,F968-671C,2018-02-21,5,2,5,2,1,2,5,4,-1,2018,High,Poor,1,3.5
PR2126,F997-FE6C,2018-02-21,4,5,4,2,0,4,5,4,-1,2018,High,Good,1,4.5
PR2127,CED0-8D31,2018-02-21,5,4,3,1,0,3,3,3,0,2018,Medium,Average,1,4.5
PR2128,5B08-EF96,2018-02-22,4,3,4,2,1,3,5,5,0,2018,High,Average,1,3.5
PR2129,E348-E12B,2018-02-22,5,4,3,3,1,5,5,5,0,2018,High,,1,4.5
PR213,5021-95FC,2014-02-18,3,2,4,2,1,2,5,5,0,2014,High,Poor,1,2.5
PR2130,8ACE-C5CE,2018-02-22,3,4,2,2,0,5,3,2,-1,2018,Medium,,1,3.5
PR2131,C6A8-4E8A,2018-02-22,3,2,4,2,0,3,3,2,-1,2018,Medium,Average,1,2.5
PR2132,C900-9EF9,2018-02-22,5,3,2,2,2,3,3,3,0,2018,Medium,Average,1,4.0
PR2133,63DA-AA21,2018-02-23,4,4,3,3,2,2,4,4,0,2018,Medium,Poor,1,4.0
PR2134,3120-B11F,2018-02-24,5,5,4,1,0,4,3,3,0,2018,Medium,Good,1,5.0
PR2135,C016-FA12,2018-02-25,4,2,4,1,2,4,4,3,-1,2018,Medium,Good,1,3.0
PR2136,7816-BF57,2018-02-25,4,3,4,3,1,4,3,3,0,2018,Medium,Good,1,3.5
PR2137,3560-C117,2018-02-26,5,5,2,1,0,5,5,5,0,2018,High,,1,5.0
PR2138,1914-B934,2018-02-26,5,5,2,2,1,3,5,4,-1,2018,High,Average,1,5.0
PR2139,596B-33F4,2018-02-27,4,2,3,3,0,4,5,4,-1,2018,High,Good,1,3.0
PR214,B97B-73D7,2014-02-18,5,2,2,3,2,3,4,3,-1,2014,Medium,Average,1,3.5
PR2140,E7A6-33A3,2018-02-27,3,3,4,2,1,4,4,3,-1,2018,Medium,Good,1,3.0
PR2141,00D4-DD53,2018-02-28,5,4,4,3,2,2,4,3,-1,2018,Medium,Poor,1,4.5
PR2142,7749-B277,2018-02-28,5,2,2,3,0,4,5,4,-1,2018,High,Good,1,3.5
PR2143,7823-0217,2018-02-28,5,5,3,1,0,3,3,3,0,2018,Medium,Average,1,5.0
PR2144,6E7B-D50D,2018-02-28,5,2,5,1,0,4,4,4,0,2018,Medium,Good,1,3.5
PR2145,17AD-99F5,2018-03-01,5,5,2,3,2,3,3,3,0,2018,Medium,Average,1,5.0
PR2146,CC8A-0B1F,2018-03-01,3,4,2,3,0,2,5,5,0,2018,High,Poor,1,3.5
PR2147,DE22-FB63,2018-03-01,4,4,5,1,0,5,3,2,-1,2018,Medium,,1,4.0
PR2148,A366-C17A,2018-03-01,3,3,2,1,2,2,3,3,0,2018,Medium,Poor,1,3.0
PR2149,6EDB-94B7,2018-03-01,4,5,5,3,3,3,3,2,-1,2018,Medium,Average,1,4.5
PR215,3C7D-86ED,2014-02-19,5,2,4,1,3,3,3,2,-1,2014,Medium,Average,1,3.5
PR2150,93B1-6510,2018-03-01,4,5,3,3,0,3,4,4,0,2018,Medium,Average,1,4.5
PR2151,EACC-D1F6,2018-03-02,4,3,4,1,1,2,4,3,-1,2018,Medium,Poor,1,3.5
PR2152,21B3-8491,2018-03-02,3,3,4,3,1,5,3,3,0,2018,Medium,,1,3.0
PR2153,ABB5-0B95,2018-03-02,5,4,5,1,0,4,5,4,-1,2018,High,Good,1,4.5
PR2154,C57E-6E4F,2018-03-03,3,5,3,1,0,3,5,4,-1,2018,High,Average,1,4.0
PR2155,CC2F-670E,2018-03-03,5,2,5,2,0,2,4,4,0,2018,Medium,Poor,1,3.5
PR2156,FD0B-7B0A,2018-03-03,4,5,5,1,0,2,3,2,-1,2018,Medium,Poor,1,4.5
PR2157,0322-D46B,2018-03-03,5,3,5,2,1,4,4,3,-1,2018,Medium,Good,1,4.0
PR2158,06B9-B79D,2018-03-04,5,2,5,1,1,3,3,2,-1,2018,Medium,Average,1,3.5
PR2159,1054-9C3B,2018-03-05,3,3,2,3,1,4,4,3,-1,2018,Medium,Good,1,3.0
PR216,2219-56CA,2014-02-21,5,4,5,3,0,3,5,5,0,2014,High,Average,1,4.5
PR2160,155B-42BE,2018-03-05,4,2,5,2,0,4,3,3,0,2018,Medium,Good,1,3.0
PR2161,5222-EBE1,2018-03-05,4,3,4,3,0,3,5,4,-1,2018,High,Average,1,3.5
PR2162,B1EC-849B,2018-03-05,5,3,2,3,0,4,3,3,0,2018,Medium,Good,1,4.0
PR2163,468A-E249,2018-03-05,4,5,5,1,0,4,5,4,-1,2018,High,Good,1,4.5
PR2164,8567-5B27,2018-03-06,5,4,2,2,2,5,3,2,-1,2018,Medium,,1,4.5
PR2165,D970-9F5E,2018-03-06,4,2,5,2,1,4,3,2,-1,2018,Medium,Good,1,3.0
PR2166,EAB1-2EB2,2018-03-06,5,4,5,1,1,3,3,3,0,2018,Medium,Average,1,4.5
PR2167,ACD5-5FA2,2018-03-06,3,5,5,3,1,5,4,3,-1,2018,Medium,,1,4.0
PR2168,7EE7-2C43,2018-03-07,4,3,3,1,1,2,5,4,-1,2018,High,Poor,1,3.5
PR2169,D954-6402,2018-03-07,5,3,4,3,2,5,5,5,0,2018,High,,1,4.0
PR217,8FB2-4CE0,2014-02-21,4,2,4,2,2,2,3,2,-1,2014,Medium,Poor,1,3.0
PR2170,73CF-4956,2018-03-07,4,5,4,3,1,2,5,5,0,2018,High,Poor,1,4.5
PR2171,E3B6-49F8,2018-03-07,4,3,2,3,1,4,4,3,-1,2018,Medium,Good,1,3.5
PR2172,D86B-2E5E,2018-03-08,3,2,3,2,2,5,3,3,0,2018,Medium,,1,2.5
PR2173,4B6E-3C21,2018-03-09,4,3,2,3,2,5,4,3,-1,2018,Medium,,1,3.5
PR2174,40A9-8EB0,2018-03-09,3,2,2,3,1,2,5,4,-1,2018,High,Poor,1,2.5
PR2175,0C23-26DD,2018-03-09,5,3,4,1,2,4,5,5,0,2018,High,Good,1,4.0
PR2176,B005-602F,2018-03-10,5,4,5,1,1,5,5,4,-1,2018,High,,1,4.5
PR2177,4A0E-9958,2018-03-11,5,4,3,3,2,3,4,3,-1,2018,Medium,Average,1,4.5
PR2178,CFE3-312D,2018-03-11,4,2,4,2,1,3,5,5,0,2018,High,Average,1,3.0
PR2179,A590-DF69,2018-03-12,5,5,2,2,2,4,5,5,0,2018,High,Good,1,5.0
PR218,5237-1B85,2014-02-22,4,2,3,1,1,3,4,4,0,2014,Medium,Average,1,3.0
PR2180,68FB-06A7,2018-03-13,5,4,4,3,2,3,5,5,0,2018,High,Average,1,4.5
PR2181,2551-DD9B,2018-03-13,4,2,2,1,1,2,4,3,-1,2018,Medium,Poor,1,3.0
PR2182,56A5-271B,2018-03-13,5,2,2,3,2,5,5,5,0,2018,High,,1,3.5
PR2183,B3FE-D332,2018-03-13,4,4,4,2,0,2,5,4,-1,2018,High,Poor,1,4.0
PR2184,4F28-CFAF,2018-03-14,5,5,4,3,3,5,4,3,-1,2018,Medium,,1,5.0
PR2185,7C80-94E0,2018-03-14,5,3,4,3,0,3,5,4,-1,2018,High,Average,1,4.0
PR2186,8233-2483,2018-03-14,5,4,4,3,0,3,4,4,0,2018,Medium,Average,1,4.5
PR2187,5F4E-EE5A,2018-03-14,4,3,4,3,0,5,3,2,-1,2018,Medium,,1,3.5
PR2188,A7BB-F5A7,2018-03-15,4,4,4,3,2,5,5,5,0,2018,High,,1,4.0
PR2189,8A5B-3D6E,2018-03-15,4,4,2,2,3,5,3,2,-1,2018,Medium,,1,4.0
PR219,F968-671C,2014-02-22,3,4,3,3,1,4,3,2,-1,2014,Medium,Good,1,3.5
PR2190,4500-37EB,2018-03-16,3,4,5,1,0,4,4,3,-1,2018,Medium,Good,1,3.5
PR2191,528C-3E0D,2018-03-16,3,2,2,3,2,2,4,4,0,2018,Medium,Poor,1,2.5
PR2192,D077-169C,2018-03-17,3,2,3,3,3,5,5,4,-1,2018,High,,1,2.5
PR2193,B44E-8AEE,2018-03-17,3,5,4,1,3,2,4,4,0,2018,Medium,Poor,1,4.0
PR2194,9727-BC84,2018-03-18,4,3,4,2,1,4,3,3,0,2018,Medium,Good,1,3.5
PR2195,DA8E-9496,2018-03-18,4,3,5,1,0,3,4,3,-1,2018,Medium,Average,1,3.5
PR2196,DEC5-9319,2018-03-18,3,3,5,1,1,5,3,2,-1,2018,Medium,,1,3.0
PR2197,88B8-EB84,2018-03-19,4,2,5,2,1,5,4,4,0,2018,Medium,,1,3.0
PR2198,9C57-828C,2018-03-19,3,5,5,1,0,4,5,4,-1,2018,High,Good,1,4.0
PR2199,59F5-F57D,2018-03-21,4,4,3,3,3,5,5,4,-1,2018,High,,1,4.0
PR22,8D34-EBDF,2013-01-18,5,2,2,3,1,2,4,4,0,2013,Medium,Poor,1,3.5
PR220,C900-9EF9,2014-02-23,4,5,4,2,1,2,4,4,0,2014,Medium,Poor,1,4.5
PR2200,E1B4-9AA1,2018-03-22,5,3,4,1,0,2,5,4,-1,2018,High,Poor,1,4.0
PR2201,3CD6-5587,2018-03-23,3,4,2,3,2,5,4,3,-1,2018,Medium,,1,3.5
PR2202,BAFA-86DF,2018-03-23,4,5,2,1,1,4,4,4,0,2018,Medium,Good,1,4.5
PR2203,C6D7-A568,2018-03-23,5,2,2,1,1,2,4,3,-1,2018,Medium,Poor,1,3.5
PR2204,5160-53BD,2018-03-24,4,4,3,1,3,5,5,5,0,2018,High,,1,4.0
PR2205,81FF-8D6C,2018-03-24,4,4,5,3,0,4,4,3,-1,2018,Medium,Good,1,4.0
PR2206,84E7-02D4,2018-03-25,4,4,3,2,2,3,3,3,0,2018,Medium,Average,1,4.0
PR2207,6010-A052,2018-03-25,5,2,4,1,0,3,5,5,0,2018,High,Average,1,3.5
PR2208,1787-DF90,2018-03-25,5,5,2,2,2,5,5,4,-1,2018,High,,1,5.0
PR2209,5F2E-A68B,2018-03-26,5,5,4,2,2,2,5,5,0,2018,High,Poor,1,5.0
PR221,C016-FA12,2014-02-26,3,2,5,2,1,2,4,3,-1,2014,Medium,Poor,1,2.5
PR2210,6176-3BEE,2018-03-27,3,3,5,2,1,5,4,3,-1,2018,Medium,,1,3.0
PR2211,47A0-559B,2018-03-27,4,3,4,3,1,2,4,4,0,2018,Medium,Poor,1,3.5
PR2212,A954-6310,2018-03-27,3,2,5,3,1,5,5,4,-1,2018,High,,1,2.5
PR2213,C525-8BB9,2018-03-27,5,2,5,1,3,2,4,4,0,2018,Medium,Poor,1,3.5
PR2214,9AAB-DCD0,2018-03-28,5,3,2,3,1,3,4,4,0,2018,Medium,Average,1,4.0
PR2215,9412-7AA6,2018-03-28,4,5,2,1,0,4,5,5,0,2018,High,Good,1,4.5
PR2216,00E4-3D60,2018-03-29,4,3,4,1,0,4,4,3,-1,2018,Medium,Good,1,3.5
PR2217,03C5-51AD,2018-03-30,3,4,5,3,1,5,5,5,0,2018,High,,1,3.5
PR2218,A807-DE5D,2018-03-30,4,4,4,3,0,3,3,3,0,2018,Medium,Average,1,4.0
PR2219,8BCA-723F,2018-03-30,3,4,2,1,0,2,4,3,-1,2018,Medium,Poor,1,3.5
PR222,1FE3-22BF,2014-02-26,5,2,5,3,2,5,3,3,0,2014,Medium,,1,3.5
PR2220,DD04-BDF8,2018-03-30,4,4,4,3,1,2,3,2,-1,2018,Medium,Poor,1,4.0
PR2221,8FD9-AA59,2018-03-31,4,3,5,3,1,4,3,3,0,2018,Medium,Good,1,3.5
PR2222,86E2-73D1,2018-03-31,5,3,5,2,2,3,4,3,-1,2018,Medium,Average,1,4.0
PR2223,0210-E0D8,2018-04-02,4,5,4,2,0,3,4,3,-1,2018,Medium,Average,1,4.5
PR2224,07B2-D67A,2018-04-02,3,4,2,3,0,4,3,2,-1,2018,Medium,Good,1,3.5
PR2225,819A-2C9C,2018-04-02,3,4,4,1,1,5,3,3,0,2018,Medium,,1,3.5
PR2226,2D85-ABDD,2018-04-02,5,4,5,1,0,5,5,5,0,2018,High,,1,4.5
PR2227,B6EC-313E,2018-04-03,5,3,3,2,0,2,3,2,-1,2018,Medium,Poor,1,4.0
PR2228,6653-BD41,2018-04-04,5,3,3,2,2,3,4,3,-1,2018,Medium,Average,1,4.0
PR2229,B49A-7D79,2018-04-04,4,3,4,1,2,4,5,5,0,2018,High,Good,1,3.5
PR223,3560-C117,2014-02-27,5,2,2,2,0,4,3,3,0,2014,Medium,Good,1,3.5
PR2230,0D8F-C0F3,2018-04-05,4,5,4,3,0,5,3,3,0,2018,Medium,,1,4.5
PR2231,1799-5B3F,2018-04-05,3,3,5,3,1,2,3,2,-1,2018,Medium,Poor,1,3.0
PR2232,3B11-DF28,2018-04-05,4,2,2,2,1,3,5,5,0,2018,High,Average,1,3.0
PR2233,C95C-CE06,2018-04-05,4,2,4,1,0,2,5,4,-1,2018,High,Poor,1,3.0
PR2234,076F-8AA3,2018-04-06,3,5,2,1,1,4,3,3,0,2018,Medium,Good,1,4.0
PR2235,95D7-1CE9,2018-04-08,5,4,4,2,2,5,3,2,-1,2018,Medium,,1,4.5
PR2236,B013-7D0C,2018-04-09,5,5,5,1,0,4,4,4,0,2018,Medium,Good,1,5.0
PR2237,531D-788E,2018-04-09,3,5,4,3,0,4,3,2,-1,2018,Medium,Good,1,4.0
PR2238,8EA4-9179,2018-04-09,5,5,2,2,1,5,3,2,-1,2018,Medium,,1,5.0
PR2239,AEDB-BB62,2018-04-10,5,3,4,3,0,2,5,4,-1,2018,High,Poor,1,4.0
PR224,1914-B934,2014-02-27,3,3,2,3,2,3,3,2,-1,2014,Medium,Average,1,3.0
PR2240,F430-0404,2018-04-10,4,4,5,2,1,2,4,4,0,2018,Medium,Poor,1,4.0
PR2241,7BD4-7BFB,2018-04-10,3,5,5,3,2,4,4,4,0,2018,Medium,Good,1,4.0
PR2242,152E-8DB1,2018-04-11,4,3,3,3,3,2,5,5,0,2018,High,Poor,1,3.5
PR2243,1A7C-19DB,2018-04-11,3,2,3,3,1,3,3,2,-1,2018,Medium,Average,1,2.5
PR2244,489B-14EC,2018-04-11,5,4,2,3,1,5,5,4,-1,2018,High,,1,4.5
PR2245,D7F8-1775,2018-04-11,5,3,4,2,3,3,4,4,0,2018,Medium,Average,1,4.0
PR2246,52CC-3E9E,2018-04-12,5,3,2,1,1,3,4,4,0,2018,Medium,Average,1,4.0
PR2247,A531-8159,2018-04-12,5,5,3,2,3,5,3,3,0,2018,Medium,,1,5.0
PR2248,C5C2-985F,2018-04-13,3,3,3,1,0,4,3,3,0,2018,Medium,Good,1,3.0
PR2249,CDFB-6A08,2018-04-13,5,2,2,3,0,3,3,2,-1,2018,Medium,Average,1,3.5
PR225,596B-33F4,2014-02-28,3,5,4,2,2,3,3,3,0,2014,Medium,Average,1,4.0
PR2250,5C03-1009,2018-04-13,4,4,5,3,3,3,4,4,0,2018,Medium,Average,1,4.0
PR2251,E899-A860,2018-04-13,4,4,3,2,0,2,4,4,0,2018,Medium,Poor,1,4.0
PR2252,EE91-1A9C,2018-04-14,4,4,3,1,1,5,5,4,-1,2018,High,,1,4.0
PR2253,7CFC-C4DA,2018-04-14,5,2,3,1,0,4,3,3,0,2018,Medium,Good,1,3.5
PR2254,CF2F-8CA3,2018-04-14,4,4,3,2,1,4,3,2,-1,2018,Medium,Good,1,4.0
PR2255,55FD-42E9,2018-04-14,5,2,4,1,1,5,5,4,-1,2018,High,,1,3.5
PR2256,AC19-7EE7,2018-04-15,5,3,2,3,0,5,5,4,-1,2018,High,,1,4.0
PR2257,7A98-768E,2018-04-16,3,3,5,2,0,3,3,3,0,2018,Medium,Average,1,3.0
PR2258,C3C0-349E,2018-04-16,4,2,3,2,1,3,4,3,-1,2018,Medium,Average,1,3.0
PR2259,96F4-896C,2018-04-16,4,5,4,2,3,2,4,4,0,2018,Medium,Poor,1,4.5
PR226,00D4-DD53,2014-03-01,4,5,2,3,1,5,3,2,-1,2014,Medium,,1,4.5
PR2260,B52E-BF41,2018-04-16,5,2,2,3,0,3,5,4,-1,2018,High,Average,1,3.5
PR2261,5D69-D350,2018-04-17,4,4,3,3,3,3,3,2,-1,2018,Medium,Average,1,4.0
PR2262,4BE1-4A7B,2018-04-17,3,5,2,2,1,2,5,5,0,2018,High,Poor,1,4.0
PR2263,10E9-4C86,2018-04-17,3,3,3,3,2,5,5,4,-1,2018,High,,1,3.0
PR2264,6661-FA04,2018-04-17,3,5,2,2,2,4,5,4,-1,2018,High,Good,1,4.0
PR2265,AB81-A3A0,2018-04-18,5,4,3,3,3,4,3,2,-1,2018,Medium,Good,1,4.5
PR2266,9D01-8A02,2018-04-18,4,5,4,2,0,4,4,4,0,2018,Medium,Good,1,4.5
PR2267,FD3F-5255,2018-04-19,3,2,4,3,1,3,3,2,-1,2018,Medium,Average,1,2.5
PR2268,C661-6A1C,2018-04-20,4,5,2,3,2,5,5,5,0,2018,High,,1,4.5
PR2269,C025-B8B6,2018-04-20,4,2,2,3,3,3,3,2,-1,2018,Medium,Average,1,3.0
PR227,7749-B277,2014-03-01,4,3,2,2,2,5,3,3,0,2014,Medium,,1,3.5
PR2270,9528-AA17,2018-04-21,5,2,2,2,1,5,4,3,-1,2018,Medium,,1,3.5
PR2271,F9C6-39E2,2018-04-21,5,4,5,3,3,2,3,3,0,2018,Medium,Poor,1,4.5
PR2272,4188-C61D,2018-04-22,4,4,4,2,1,5,5,4,-1,2018,High,,1,4.0
PR2273,DFE3-6FA7,2018-04-22,4,3,5,2,2,4,4,4,0,2018,Medium,Good,1,3.5
PR2274,7335-4656,2018-04-22,3,4,2,3,3,4,4,4,0,2018,Medium,Good,1,3.5
PR2275,ACF7-5B99,2018-04-22,4,2,5,1,1,2,5,4,-1,2018,High,Poor,1,3.0
PR2276,E503-C500,2018-04-22,3,5,5,1,1,3,5,5,0,2018,High,Average,1,4.0
PR2277,49B2-0364,2018-04-23,5,5,4,2,1,4,5,5,0,2018,High,Good,1,5.0
PR2278,920B-7B40,2018-04-23,4,3,5,2,0,4,5,5,0,2018,High,Good,1,3.5
PR2279,A11D-324A,2018-04-23,4,3,4,1,1,2,5,4,-1,2018,High,Poor,1,3.5
